AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2025,9,150801,REGIÓN LIMA,HUAURA,HUACHO,M,18-29 AÑOS,PERÚ,1
2025,1,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,F,18-29 AÑOS,PERÚ,1
2025,8,80902,CUSCO,LA CONVENCION,ECHARATE,F,12-17 AÑOS,PERÚ,1
2025,8,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,5
2025,5,110101,ICA,ICA,ICA,M,12-17 AÑOS,PERÚ,2
2025,4,40103,AREQUIPA,AREQUIPA,CAYMA,M,12-17 AÑOS,ECUADOR,1
2025,7,30101,APURIMAC,ABANCAY,ABANCAY,M,30-59 AÑOS,PERÚ,3
2025,2,70102,CALLAO,CALLAO,BELLAVISTA,M,30-59 AÑOS,PERÚ,1
2025,7,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,6-11 AÑOS,PERÚ,1
2025,2,30106,APURIMAC,ABANCAY,LAMBRAMA,M,30-59 AÑOS,PERÚ,1
2025,6,120901,JUNÍN,CHUPACA,CHUPACA,F,12-17 AÑOS,PERÚ,1
2025,5,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,PERÚ,4
2025,8,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,12-17 AÑOS,PERÚ,1
2025,4,120801,JUNÍN,YAULI,LA OROYA,M,12-17 AÑOS,PERÚ,1
2025,9,80901,CUSCO,LA CONVENCION,SANTA ANA,M,30-59 AÑOS,PERÚ,3
2025,5,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,12-17 AÑOS,PERÚ,5
2025,3,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,12-17 AÑOS,PERÚ,4
2025,2,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,18-29 AÑOS,PERÚ,2
2025,8,20101,ÁNCASH,HUARAZ,HUARAZ,M,12-17 AÑOS,PERÚ,1
2025,8,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,12-17 AÑOS,PERÚ,2
2025,1,30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,F,12-17 AÑOS,PERÚ,1
2025,2,110304,ICA,NAZCA,MARCONA,M,12-17 AÑOS,PERÚ,1
2025,4,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,F,12-17 AÑOS,PERÚ,1
2025,9,200401,PIURA,MORROPON,CHULUCANAS,M,12-17 AÑOS,PERÚ,1
2025,7,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,12-17 AÑOS,PERÚ,6
2025,10,110210,ICA,CHINCHA,SUNAMPE,F,12-17 AÑOS,PERÚ,1
2025,2,50507,AYACUCHO,LA MAR,SANTA ROSA,F,12-17 AÑOS,PERÚ,2
2025,9,90301,HUANCAVELICA,ANGARAES,LIRCAY,F,12-17 AÑOS,PERÚ,1
2025,10,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,18-29 AÑOS,PERÚ,5
2025,10,120129,JUNÍN,HUANCAYO,SAN AGUSTIN,M,30-59 AÑOS,PERÚ,2
2025,4,21807,ÁNCASH,SANTA,SAMANCO,M,60 A MAS AÑOS,PERÚ,1
2025,9,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,18-29 AÑOS,VENEZUELA,1
2025,6,120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,F,12-17 AÑOS,PERÚ,1
2025,1,40311,AREQUIPA,CARAVELI,LOMAS,M,18-29 AÑOS,PERÚ,1
2025,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,12-17 AÑOS,PERÚ,1
2025,5,220504,SAN MARTÍN,LAMAS,CAYNARACHI,F,12-17 AÑOS,PERÚ,1
2025,8,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,PERÚ,3
2025,1,200109,PIURA,PIURA,LA ARENA,F,12-17 AÑOS,PERÚ,2
2025,6,200115,PIURA,PIURA,26 DE OCTUBRE,M,18-29 AÑOS,PERÚ,1
2025,5,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,30-59 AÑOS,PERÚ,1
2025,8,80408,CUSCO,CALCA,YANATILE,F,12-17 AÑOS,PERÚ,2
2025,5,21201,ÁNCASH,HUAYLAS,CARAZ,M,60 A MAS AÑOS,PERÚ,1
2025,10,150201,REGIÓN LIMA,BARRANCA,BARRANCA,F,60 A MAS AÑOS,PERÚ,1
2025,2,120101,JUNÍN,HUANCAYO,HUANCAYO,M,18-29 AÑOS,PERÚ,1
2025,1,80901,CUSCO,LA CONVENCION,SANTA ANA,M,18-29 AÑOS,PERÚ,2
2025,1,150812,REGIÓN LIMA,HUAURA,VEGUETA,F,12-17 AÑOS,PERÚ,1
2025,8,150101,LIMA METROPOLITANA,LIMA,LIMA,F,30-59 AÑOS,PERÚ,3
2025,7,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,30-59 AÑOS,PERÚ,3
2025,6,131202,LA LIBERTAD,VIRU,CHAO,M,60 A MAS AÑOS,PERÚ,1
2025,3,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,2
2025,8,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,M,6-11 AÑOS,PERÚ,1
2025,5,130402,LA LIBERTAD,CHEPEN,PACANGA,F,12-17 AÑOS,PERÚ,1
2025,1,40203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,F,12-17 AÑOS,PERÚ,2
2025,7,21808,ÁNCASH,SANTA,SANTA,F,30-59 AÑOS,PERÚ,1
2025,1,40101,AREQUIPA,AREQUIPA,AREQUIPA,F,12-17 AÑOS,PERÚ,2
2025,2,150102,LIMA METROPOLITANA,LIMA,ANCON,M,60 A MAS AÑOS,VENEZUELA,1
2025,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,30-59 AÑOS,PERÚ,1
2025,3,21801,ÁNCASH,SANTA,CHIMBOTE,M,30-59 AÑOS,PERÚ,1
2025,8,150103,LIMA METROPOLITANA,LIMA,ATE,F,18-29 AÑOS,PERÚ,3
2025,1,200501,PIURA,PAITA,PAITA,M,18-29 AÑOS,PERÚ,1
2025,8,80108,CUSCO,CUSCO,WANCHAQ,M,12-17 AÑOS,PERÚ,2
2025,9,80106,CUSCO,CUSCO,SANTIAGO,M,12-17 AÑOS,PERÚ,5
2025,1,210115,PUNO,PUNO,VILQUE,F,12-17 AÑOS,PERÚ,1
2025,6,80103,CUSCO,CUSCO,POROY,M,30-59 AÑOS,PERÚ,1
2025,1,221005,SAN MARTÍN,TOCACHE,UCHIZA,F,30-59 AÑOS,PERÚ,1
2025,3,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,3
2025,4,100301,HUÁNUCO,DOS DE MAYO,LA UNION,F,12-17 AÑOS,PERÚ,1
2025,6,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12-17 AÑOS,PERÚ,3
2025,7,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,18-29 AÑOS,PERÚ,4
2025,10,130107,LA LIBERTAD,TRUJILLO,MOCHE,F,12-17 AÑOS,PERÚ,3
2025,8,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,F,12-17 AÑOS,PERÚ,2
2025,9,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,18-29 AÑOS,PERÚ,2
2025,3,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,12-17 AÑOS,PERÚ,1
2025,2,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,60 A MAS AÑOS,PERÚ,1
2025,2,10301,AMAZONAS,BONGARA,JUMBILLA,F,12-17 AÑOS,PERÚ,1
2025,8,81301,CUSCO,URUBAMBA,URUBAMBA,F,18-29 AÑOS,PERÚ,1
2025,7,120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,F,0-5 AÑOS,PERÚ,1
2025,3,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,PERÚ,2
2025,5,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,30-59 AÑOS,PERÚ,1
2025,2,61301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,M,18-29 AÑOS,PERÚ,1
2025,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,12-17 AÑOS,PERÚ,2
2025,3,120403,JUNÍN,JAUJA,APATA,F,6-11 AÑOS,PERÚ,1
2025,5,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,60 A MAS AÑOS,PERÚ,1
2025,3,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,30-59 AÑOS,PERÚ,2
2025,4,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,12-17 AÑOS,PERÚ,2
2025,4,120101,JUNÍN,HUANCAYO,HUANCAYO,M,18-29 AÑOS,PERÚ,1
2025,8,150103,LIMA METROPOLITANA,LIMA,ATE,M,6-11 AÑOS,PERÚ,1
2025,4,200410,PIURA,MORROPON,YAMANGO,M,12-17 AÑOS,PERÚ,1
2025,4,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,18-29 AÑOS,PERÚ,1
2025,6,50401,AYACUCHO,HUANTA,HUANTA,F,18-29 AÑOS,PERÚ,1
2025,7,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,12-17 AÑOS,PERÚ,2
2025,3,220504,SAN MARTÍN,LAMAS,CAYNARACHI,F,12-17 AÑOS,PERÚ,1
2025,1,210402,PUNO,CHUCUITO,DESAGUADERO,F,12-17 AÑOS,PERÚ,2
2025,5,130205,LA LIBERTAD,ASCOPE,PAIJAN,M,30-59 AÑOS,PERÚ,1
2025,8,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,F,18-29 AÑOS,PERÚ,1
2025,6,200114,PIURA,PIURA,TAMBO GRANDE,F,12-17 AÑOS,ESTADOS UNIDOS,1
2025,8,200104,PIURA,PIURA,CASTILLA,M,18-29 AÑOS,PERÚ,1
2025,7,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,30-59 AÑOS,PERÚ,1
2025,3,110503,ICA,PISCO,HUMAY,F,12-17 AÑOS,PERÚ,1
2025,4,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,M,30-59 AÑOS,PERÚ,1
2025,5,30101,APURIMAC,ABANCAY,ABANCAY,F,12-17 AÑOS,PERÚ,6
2025,1,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,60 A MAS AÑOS,PERÚ,1
2025,8,140111,LAMBAYEQUE,CHICLAYO,PICSI,F,12-17 AÑOS,PERÚ,1
2025,1,70101,CALLAO,CALLAO,CALLAO,M,18-29 AÑOS,VENEZUELA,1
2025,6,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,M,30-59 AÑOS,PERÚ,1
2025,3,180301,MOQUEGUA,ILO,ILO,M,60 A MAS AÑOS,PERÚ,1
2025,7,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,18-29 AÑOS,PERÚ,2
2025,10,10202,AMAZONAS,BAGUA,ARAMANGO,M,18-29 AÑOS,PERÚ,1
2025,5,150505,REGIÓN LIMA,CAÑETE,CHILCA,F,12-17 AÑOS,PERÚ,2
2025,8,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,60 A MAS AÑOS,PERÚ,1
2025,1,120701,JUNÍN,TARMA,TARMA,F,6-11 AÑOS,PERÚ,1
2025,2,80104,CUSCO,CUSCO,SAN JERONIMO,M,60 A MAS AÑOS,PERÚ,1
2025,9,120804,JUNÍN,YAULI,MARCAPOMACOCHA,M,12-17 AÑOS,PERÚ,1
2025,7,110101,ICA,ICA,ICA,F,30-59 AÑOS,PERÚ,1
2025,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,12-17 AÑOS,PERÚ,1
2025,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,12-17 AÑOS,PERÚ,2
2025,7,210101,PUNO,PUNO,PUNO,M,60 A MAS AÑOS,PERÚ,1
2025,1,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,18-29 AÑOS,PERÚ,2
2025,7,150104,LIMA METROPOLITANA,LIMA,BARRANCO,M,12-17 AÑOS,PERÚ,1
2025,1,61105,CAJAMARCA,SAN MIGUEL,EL PRADO,F,18-29 AÑOS,PERÚ,1
2025,3,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,60 A MAS AÑOS,PERÚ,1
2025,3,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,30-59 AÑOS,PERÚ,1
2025,9,250201,UCAYALI,ATALAYA,RAYMONDI,F,6-11 AÑOS,PERÚ,1
2025,4,21801,ÁNCASH,SANTA,CHIMBOTE,M,60 A MAS AÑOS,PERÚ,2
2025,5,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,12-17 AÑOS,PERÚ,1
2025,5,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,PERÚ,1
2025,10,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,18-29 AÑOS,PERÚ,2
2025,6,70101,CALLAO,CALLAO,CALLAO,F,30-59 AÑOS,PERÚ,3
2025,7,120701,JUNÍN,TARMA,TARMA,M,18-29 AÑOS,PERÚ,2
2025,5,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,7
2025,9,190112,PASCO,PASCO,VICCO,M,18-29 AÑOS,PERÚ,1
2025,2,240302,TUMBES,ZARUMILLA,AGUAS VERDES,F,12-17 AÑOS,PERÚ,2
2025,9,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,30-59 AÑOS,PERÚ,4
2025,2,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,F,12-17 AÑOS,PERÚ,1
2025,5,110201,ICA,CHINCHA,CHINCHA ALTA,M,30-59 AÑOS,PERÚ,1
2025,10,190109,PASCO,PASCO,SIMON BOLIVAR,M,12-17 AÑOS,PERÚ,1
2025,2,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,18-29 AÑOS,PERÚ,1
2025,1,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,F,12-17 AÑOS,PERÚ,1
2025,9,80910,CUSCO,LA CONVENCION,PICHARI,M,12-17 AÑOS,PERÚ,1
2025,1,80104,CUSCO,CUSCO,SAN JERONIMO,F,12-17 AÑOS,PERÚ,4
2025,10,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,F,12-17 AÑOS,PERÚ,2
2025,1,70101,CALLAO,CALLAO,CALLAO,M,60 A MAS AÑOS,PERÚ,4
2025,9,150119,LIMA METROPOLITANA,LIMA,LURIN,F,60 A MAS AÑOS,PERÚ,1
2025,7,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,30-59 AÑOS,PERÚ,1
2025,6,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,18-29 AÑOS,PERÚ,1
2025,4,220910,SAN MARTÍN,SAN MARTIN,MORALES,F,12-17 AÑOS,PERÚ,2
2025,5,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,60 A MAS AÑOS,PERÚ,1
2025,9,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,3
2025,1,150702,REGIÓN LIMA,HUAROCHIRI,ANTIOQUIA,M,18-29 AÑOS,PERÚ,1
2025,2,150201,REGIÓN LIMA,BARRANCA,BARRANCA,F,12-17 AÑOS,PERÚ,2
2025,8,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,2
2025,8,60106,CAJAMARCA,CAJAMARCA,JESUS,F,12-17 AÑOS,PERÚ,1
2025,10,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,18-29 AÑOS,PERÚ,5
2025,7,180301,MOQUEGUA,ILO,ILO,F,12-17 AÑOS,PERÚ,1
2025,8,61109,CAJAMARCA,SAN MIGUEL,NIEPOS,M,12-17 AÑOS,PERÚ,1
2025,8,160112,LORETO,MAYNAS,BELEN,M,18-29 AÑOS,PERÚ,1
2025,7,40520,AREQUIPA,CAYLLOMA,MAJES,F,18-29 AÑOS,PERÚ,2
2025,7,80101,CUSCO,CUSCO,CUSCO,F,18-29 AÑOS,PERÚ,1
2025,6,150510,REGIÓN LIMA,CAÑETE,NUEVO IMPERIAL,M,30-59 AÑOS,PERÚ,1
2025,3,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,12-17 AÑOS,PERÚ,1
2025,4,90103,HUANCAVELICA,HUANCAVELICA,ACORIA,F,12-17 AÑOS,PERÚ,1
2025,6,10501,AMAZONAS,LUYA,LAMUD,M,6-11 AÑOS,PERÚ,1
2025,10,40201,AREQUIPA,CAMANA,CAMANA,F,12-17 AÑOS,PERÚ,1
2025,5,20101,ÁNCASH,HUARAZ,HUARAZ,M,18-29 AÑOS,PERÚ,1
2025,8,80105,CUSCO,CUSCO,SAN SEBASTIAN,F,30-59 AÑOS,PERÚ,1
2025,5,120604,JUNÍN,SATIPO,MAZAMARI,M,6-11 AÑOS,PERÚ,1
2025,9,100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,F,30-59 AÑOS,PERÚ,1
2025,2,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,F,30-59 AÑOS,PERÚ,2
2025,1,200607,PIURA,SULLANA,QUERECOTILLO,F,12-17 AÑOS,PERÚ,1
2025,6,150512,REGIÓN LIMA,CAÑETE,QUILMANA,M,12-17 AÑOS,PERÚ,1
2025,8,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,12-17 AÑOS,PERÚ,9
2025,1,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,F,12-17 AÑOS,PERÚ,1
2025,3,81210,CUSCO,QUISPICANCHI,OCONGATE,F,0-5 AÑOS,PERÚ,1
2025,1,120702,JUNÍN,TARMA,ACOBAMBA,F,12-17 AÑOS,PERÚ,1
2025,7,120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,F,12-17 AÑOS,PERÚ,1
2025,1,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,18-29 AÑOS,PERÚ,5
2025,7,170302,MADRE DE DIOS,TAHUAMANU,IBERIA,M,18-29 AÑOS,PERÚ,1
2025,8,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,12-17 AÑOS,VENEZUELA,1
2025,9,70106,CALLAO,CALLAO,VENTANILLA,M,30-59 AÑOS,PERÚ,2
2025,5,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,18-29 AÑOS,PERÚ,4
2025,8,80902,CUSCO,LA CONVENCION,ECHARATE,F,18-29 AÑOS,PERÚ,1
2025,9,150801,REGIÓN LIMA,HUAURA,HUACHO,M,12-17 AÑOS,PERÚ,1
2025,8,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,F,30-59 AÑOS,PERÚ,1
2025,9,20804,ÁNCASH,CASMA,YAUTAN,M,18-29 AÑOS,PERÚ,1
2025,9,80205,CUSCO,ACOMAYO,POMACANCHI,M,30-59 AÑOS,PERÚ,1
2025,3,70101,CALLAO,CALLAO,CALLAO,F,30-59 AÑOS,VENEZUELA,1
2025,9,190107,PASCO,PASCO,PAUCARTAMBO,M,18-29 AÑOS,PERÚ,1
2025,4,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,F,18-29 AÑOS,PERÚ,1
2025,2,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,12-17 AÑOS,PERÚ,1
2025,9,211101,PUNO,SAN ROMAN,JULIACA,M,30-59 AÑOS,PERÚ,5
2025,10,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,2
2025,10,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,PERÚ,1
2025,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,F,30-59 AÑOS,PERÚ,1
2025,1,130601,LA LIBERTAD,OTUZCO,OTUZCO,F,12-17 AÑOS,PERÚ,1
2025,5,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,F,60 A MAS AÑOS,PERÚ,2
2025,1,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,F,12-17 AÑOS,PERÚ,1
2025,5,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,F,12-17 AÑOS,ECUADOR,1
2025,3,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,M,30-59 AÑOS,PERÚ,4
2025,3,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,F,12-17 AÑOS,PERÚ,1
2025,3,211206,PUNO,SANDIA,QUIACA,M,12-17 AÑOS,PERÚ,1
2025,2,40208,AREQUIPA,CAMANA,SAMUEL PASTOR,M,30-59 AÑOS,PERÚ,1
2025,7,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,18-29 AÑOS,PERÚ,1
2025,2,30101,APURIMAC,ABANCAY,ABANCAY,M,30-59 AÑOS,PERÚ,3
2025,4,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,PERÚ,6
2025,8,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,18-29 AÑOS,PERÚ,1
2025,9,81302,CUSCO,URUBAMBA,CHINCHERO,F,12-17 AÑOS,PERÚ,1
2025,8,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,60 A MAS AÑOS,PERÚ,2
2025,2,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,F,30-59 AÑOS,PERÚ,1
2025,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,6-11 AÑOS,PERÚ,1
2025,4,120107,JUNÍN,HUANCAYO,CHILCA,F,18-29 AÑOS,PERÚ,2
2025,10,110211,ICA,CHINCHA,TAMBO DE MORA,F,12-17 AÑOS,PERÚ,1
2025,9,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,F,12-17 AÑOS,PERÚ,4
2025,1,80601,CUSCO,CANCHIS,SICUANI,F,12-17 AÑOS,PERÚ,1
2025,3,40112,AREQUIPA,AREQUIPA,PAUCARPATA,M,60 A MAS AÑOS,PERÚ,1
2025,6,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,4
2025,3,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,M,12-17 AÑOS,PERÚ,1
2025,1,250302,UCAYALI,PADRE ABAD,IRAZOLA,F,12-17 AÑOS,PERÚ,2
2025,6,211105,PUNO,SAN ROMAN,SAN MIGUEL,F,30-59 AÑOS,PERÚ,1
2025,1,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,12-17 AÑOS,PERÚ,1
2025,3,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,18-29 AÑOS,PERÚ,2
2025,2,81210,CUSCO,QUISPICANCHI,OCONGATE,M,18-29 AÑOS,PERÚ,1
2025,7,100102,HUÁNUCO,HUANUCO,AMARILIS,M,18-29 AÑOS,PERÚ,1
2025,1,81103,CUSCO,PAUCARTAMBO,CHALLABAMBA,F,12-17 AÑOS,PERÚ,1
2025,8,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,18-29 AÑOS,PERÚ,2
2025,7,60204,CAJAMARCA,CAJABAMBA,SITACOCHA,F,12-17 AÑOS,PERÚ,1
2025,9,100801,HUÁNUCO,PACHITEA,PANAO,F,18-29 AÑOS,PERÚ,1
2025,9,150902,REGIÓN LIMA,OYON,ANDAJES,M,18-29 AÑOS,PERÚ,1
2025,8,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,6-11 AÑOS,PERÚ,1
2025,4,40124,AREQUIPA,AREQUIPA,UCHUMAYO,M,30-59 AÑOS,PERÚ,1
2025,8,200401,PIURA,MORROPON,CHULUCANAS,M,30-59 AÑOS,PERÚ,1
2025,3,40103,AREQUIPA,AREQUIPA,CAYMA,F,18-29 AÑOS,PERÚ,2
2025,10,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,12-17 AÑOS,PERÚ,16
2025,10,50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,M,30-59 AÑOS,PERÚ,1
2025,7,170203,MADRE DE DIOS,MANU,MADRE DE DIOS,F,12-17 AÑOS,PERÚ,1
2025,1,230408,TACNA,TARATA,TICACO,M,60 A MAS AÑOS,PERÚ,1
2025,7,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,F,12-17 AÑOS,PERÚ,2
2025,10,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,60 A MAS AÑOS,PERÚ,1
2025,1,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,30-59 AÑOS,PERÚ,1
2025,1,81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,M,12-17 AÑOS,PERÚ,1
2025,6,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,30-59 AÑOS,PERÚ,1
2025,2,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,60 A MAS AÑOS,PERÚ,1
2025,4,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,30-59 AÑOS,PERÚ,2
2025,8,80901,CUSCO,LA CONVENCION,SANTA ANA,M,12-17 AÑOS,PERÚ,1
2025,4,80302,CUSCO,ANTA,ANCAHUASI,F,18-29 AÑOS,PERÚ,1
2025,1,200101,PIURA,PIURA,PIURA,M,12-17 AÑOS,PERÚ,2
2025,8,200109,PIURA,PIURA,LA ARENA,F,18-29 AÑOS,PERÚ,1
2025,3,120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,F,12-17 AÑOS,PERÚ,1
2025,4,80408,CUSCO,CALCA,YANATILE,M,30-59 AÑOS,PERÚ,1
2025,8,150124,LIMA METROPOLITANA,LIMA,PUCUSANA,M,30-59 AÑOS,VENEZUELA,1
2025,2,131201,LA LIBERTAD,VIRU,VIRU,M,12-17 AÑOS,PERÚ,2
2025,4,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,60 A MAS AÑOS,PERÚ,3
2025,9,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,12-17 AÑOS,PERÚ,1
2025,6,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,12-17 AÑOS,PERÚ,1
2025,4,80106,CUSCO,CUSCO,SANTIAGO,F,60 A MAS AÑOS,PERÚ,1
2025,8,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,12-17 AÑOS,VENEZUELA,1
2025,6,40103,AREQUIPA,AREQUIPA,CAYMA,M,30-59 AÑOS,PERÚ,1
2025,3,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,18-29 AÑOS,PERÚ,1
2025,1,140116,LAMBAYEQUE,CHICLAYO,CAYALTI,M,60 A MAS AÑOS,PERÚ,1
2025,5,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,12-17 AÑOS,PERÚ,2
2025,1,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,30-59 AÑOS,PERÚ,4
2025,9,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,12-17 AÑOS,PERÚ,1
